"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSBTAG00000046755",61.0096365817435,-0.565128787430212,0.623580243610096,-0.906264740137547,0.364795743615201,0.737382160440322
"ENSBTAG00000010462",125.66944916337,-0.371800782873356,0.454585194315238,-0.817890216229801,0.413419877419776,0.769998483678846
"ENSBTAG00000009851",892.958313742346,-0.539390658710148,0.490283599822619,-1.10016051710744,0.271262190064525,0.668569104223964
"ENSBTAG00000036262",388.332722987542,-0.211626074611022,0.552119250745567,-0.383297764613801,0.701498996513634,0.911907460876387
"ENSBTAG00000045974",10.4363921710599,-0.925106887173977,1.15512436909141,-0.800872106872477,0.423205689466357,0.776609296407159
"ENSBTAG00000026156",1.87965878475535,2.70433801071128,2.97921715463492,0.907734438392316,0.364018544255408,NA
"ENSBTAG00000007939",1316.84105856989,-0.0635132569011758,0.498494029834945,-0.127410265920748,0.898615691430567,0.976394218843068
"ENSBTAG00000009128",13.0436884482669,-1.27847670234074,1.2195003865472,-1.04836104723223,0.294472293104275,0.686992524587674
"ENSBTAG00000039151",21.0542029859991,-1.78524581014344,1.06727211563898,-1.67271849791992,0.0943827259548415,0.453734371212985
"ENSBTAG00000046959",4151.14292502917,-0.43661261397296,0.473182829762842,-0.922714406589498,0.356156056123865,0.73095149354907
"ENSBTAG00000023675",76.9294254818023,-0.611348558151758,0.569151930567737,-1.07413947896466,0.282760172613135,0.67810336887283
"ENSBTAG00000007970",2409.33421793803,-0.565901254143414,0.295824633380666,-1.91296190474853,0.0557529295491441,0.372316727944323
"ENSBTAG00000023652",572.103139579834,2.18073240796627,0.915769728341454,2.38131086939922,0.0172511468131168,0.225277467971089
"ENSBTAG00000005155",4486.95913697262,-0.310708566062208,0.400728176953573,-0.77535991709963,0.438127013251627,0.786470362703906
"ENSBTAG00000015728",177.139318259575,0.0380064736386821,0.503801529203695,0.0754393772856444,0.939865129912346,0.986283234960573
"ENSBTAG00000045781",2.70705075561268,2.7333611679105,2.71575396167982,1.00648335838928,0.314183112920159,NA
"ENSBTAG00000034182",14.2360264069545,0.621177970245876,0.847446397647384,0.732999717705264,0.46355860157059,0.80122863526909
"ENSBTAG00000050258",4.4940418098107,1.60992560920236,1.38326468076061,1.16385940564687,0.244480992966307,0.644308267058634
"ENSBTAG00000044111",145.636612276392,0.0159436059073804,0.445754886016826,0.0357676525990532,0.97146762604115,0.993622350514055
"ENSBTAG00000010091",1803.24065671733,-0.355220979627921,0.449750550564375,-0.789817776058678,0.429634196146185,0.780089364540388
"ENSBTAG00000047147",150.186292615849,0.0315160265564311,0.486174225006224,0.0648245524657907,0.948313692520698,0.989233811475655
"ENSBTAG00000015546",703.321130413693,-0.114997037055573,0.330754106843411,-0.347681358073101,0.728079498347166,0.92162281961861
"ENSBTAG00000020996",1174.22711848922,0.30594734199482,0.487281894851213,0.627865195131532,0.530092252984624,0.83699607892829
"ENSBTAG00000020997",0.2674986945903,0,3.81692887975299,0,1,NA
"ENSBTAG00000004124",283.932478710715,0.217824438188169,0.409714786535037,0.531648955192252,0.594969151666082,0.863736719191359
"ENSBTAG00000023666",11653.3483725192,-0.660244393286115,0.474927648516177,-1.39019995013751,0.164468168613694,0.552866971361478
